presupuesto_min,fuente_lead,tipo_propiedad,interacciones_iniciales,conversion
177000,1,3,6,1
258000,1,1,0,0
50000,1,1,2,0
95000,1,1,0,0
164000,1,1,2,1
142000,1,1,0,1
187000,1,2,3,0
174000,1,2,2,1
127000,1,1,3,1
112000,1,1,2,0
131000,1,3,0,0
282000,1,1,3,1
100000,1,2,2,0
145000,1,3,0,1
166000,1,1,4,1
354000,1,2,2,0
127000,1,3,3,0
254000,1,2,3,1
295000,1,4,4,0
145000,2,1,0,1
134000,1,2,3,0
125000,1,1,3,1
130000,2,1,0,0
240000,1,4,4,0
170000,1,1,2,1
171000,1,4,15,0
81000,1,2,5,1
88000,1,3,8,0
488000,1,4,0,0
136000,1,2,2,0
98000,1,4,4,0
330000,1,3,9,0
175000,1,2,6,1
206000,1,2,4,1
139000,2,1,0,1
126000,1,1,2,1
137000,1,1,9,1
70000,1,1,4,1
143000,1,1,7,1
177000,1,2,0,0
415000,1,2,2,0
157000,1,2,10,0
50000,1,3,3,1
142000,1,4,4,0
677000,1,3,7,1
242000,1,2,2,0
96000,1,1,4,0
208000,1,3,0,0
100000,1,1,5,1
71000,1,1,5,1
124000,1,1,2,0
158000,1,2,2,1
54000,1,2,0,1
80000,1,1,1,0
151000,1,3,4,0
120000,1,1,0,0
186000,1,1,0,0
77000,1,1,4,0
222000,1,1,2,0
78000,1,3,2,0
370000,1,1,8,0
58000,1,1,4,0
82000,1,1,0,0
189000,1,3,0,0
375000,1,4,0,0
178000,1,2,1,0
204000,1,2,2,0
151000,1,3,8,1
85000,1,1,0,0
115000,1,1,4,0
77000,1,2,2,0
74000,1,1,2,0
187000,1,2,7,1
81000,1,2,0,0
179000,1,1,1,0
73000,1,2,9,1
177000,1,1,2,0
115000,1,1,0,0
325000,1,3,3,1
179000,1,2,7,0
296000,1,1,0,0
99000,1,1,0,0
155000,1,1,3,0
87000,1,1,0,0
119000,1,1,2,0
130000,1,1,5,0
101000,1,3,0,0
77000,1,3,0,0
69000,1,3,5,0
50000,1,2,0,0
84000,1,2,2,1
212000,1,2,2,0
62000,1,3,3,1
71000,1,2,1,0
402000,1,2,0,0
106000,1,3,0,0
179000,1,2,0,0
214000,1,1,5,1
216000,2,1,3,0
65000,1,1,4,0
132000,1,1,4,1
62000,1,1,3,0
576000,1,1,1,0
62000,1,1,0,0
84000,1,4,4,1
85000,1,1,18,0
66000,1,1,3,1
316000,1,1,4,0
568000,1,1,3,1
115000,1,2,2,1
73000,1,2,0,0
50000,1,1,6,1
131000,1,2,0,0
126000,1,1,0,0
105000,1,2,3,1
169000,1,3,4,1
186000,2,3,0,1
179000,1,1,4,0
126000,1,2,5,1
82000,1,3,0,1
216000,1,3,6,1
151000,1,1,0,0
245000,1,2,8,0
232000,1,1,2,1
69000,1,1,2,0
68000,1,2,3,0
99000,1,1,3,1
84000,1,1,4,0
227000,1,3,1,0
182000,2,2,0,1
275000,1,4,2,1
187000,1,3,0,0
168000,1,3,2,1
290000,1,3,3,1
194000,1,1,2,1
156000,1,1,0,0
339000,1,3,3,0
160000,1,1,3,0
127000,1,1,0,0
95000,1,2,4,1
221000,1,1,0,0
296000,1,1,2,1
146000,1,2,0,1
308000,1,1,5,1
51000,1,2,4,0
145000,1,1,0,0
147000,1,2,0,0
101000,1,1,0,0
557000,1,2,7,1
145000,1,1,6,1
120000,1,1,5,1
152000,1,3,3,0
50000,1,1,1,0
99000,1,2,0,0
258000,1,1,3,1
106000,2,1,0,1
95000,1,1,0,0
308000,1,3,0,0
313000,1,1,0,1
199000,1,1,0,0
117000,1,2,0,1
131000,1,1,4,1
96000,1,3,14,0
87000,1,4,3,1
84000,1,2,2,0
107000,1,2,2,0
85000,1,1,11,1
63000,1,4,5,0
169000,1,2,10,1
171000,1,1,5,0
382000,1,4,6,0
104000,1,4,6,0
177000,1,1,2,0
178000,1,1,10,1
130000,1,2,7,1
226000,1,3,2,1
230000,1,2,0,0
180000,1,1,4,0
130000,1,1,9,1
123000,1,1,1,0
71000,1,1,10,1
96000,1,3,21,0
107000,1,1,3,0
81000,1,1,5,0
191000,1,3,0,0
290000,1,1,3,0
91000,1,1,0,0
175000,1,3,3,0
85000,1,1,2,0
127000,1,3,2,0
103000,1,1,7,0
209000,1,1,1,0
103000,1,2,2,0
262000,1,1,7,0
131000,1,2,3,0
105000,1,1,5,1
75000,1,2,3,0
172000,1,1,3,0
245000,1,3,2,0
174000,2,2,0,1
514000,1,2,6,1
329000,2,1,0,1
127000,1,2,5,1
126000,1,2,2,1
194000,1,1,3,0
95000,2,2,0,1
285000,1,1,5,1
183000,1,1,0,0
173000,1,2,4,0
219000,1,1,3,1
387000,2,1,0,1
165000,1,2,0,1
141000,1,2,3,0
344000,1,1,8,1
255000,1,1,2,1
126000,1,1,13,1
150000,1,2,2,0
167000,1,2,3,0
183000,1,2,12,1
71000,1,3,5,1
64000,1,3,10,1
92000,1,1,0,0
88000,1,1,3,1
105000,1,1,3,1
213000,1,1,3,1
137000,1,1,3,1
167000,1,3,0,1
76000,1,1,4,1
116000,1,1,2,1
207000,1,2,6,1
208000,1,4,0,1
101000,1,1,0,0
164000,1,3,6,0
503000,1,3,0,1
149000,1,1,0,1
102000,1,2,5,1
136000,1,1,0,0
158000,1,1,10,0
138000,1,1,1,0
147000,1,1,3,0
68000,1,2,1,0
88000,1,3,0,1
138000,1,1,2,0
137000,1,2,0,0
110000,1,1,2,1
136000,1,1,4,1
155000,2,2,0,1
245000,2,1,0,1
142000,1,3,4,0
187000,1,1,3,0
111000,1,3,1,0
205000,1,1,2,0
184000,1,1,0,1
241000,1,3,0,1
222000,2,2,0,1
207000,2,1,0,1
142000,1,3,2,0
172000,1,1,1,0
269000,2,1,0,1
105000,2,1,5,1
106000,1,2,2,0
166000,1,2,0,0
188000,1,3,5,1
95000,1,2,6,0
144000,1,1,3,0
142000,1,1,3,1
50000,1,1,7,1
133000,1,2,3,0
138000,1,1,14,0
137000,1,2,2,0
327000,1,2,8,0
77000,1,3,0,0
95000,1,1,8,0
50000,1,1,2,0
115000,1,3,2,0
121000,1,2,4,0
113000,1,2,4,0
276000,1,2,3,1
241000,1,3,2,1
157000,1,1,1,0
122000,1,3,2,0
264000,1,1,8,0
148000,1,4,3,0
96000,1,1,2,1
58000,1,1,7,1
118000,1,1,5,1
227000,1,3,1,0
525000,1,4,3,0
155000,1,1,3,1
98000,1,1,1,0
78000,1,1,1,0
203000,1,1,1,0
57000,1,3,1,0
203000,1,1,1,0
235000,1,4,1,0
191000,1,3,1,0
133000,1,1,1,0
205000,1,2,1,0
165000,1,4,1,0
98000,1,3,3,0
415000,1,2,1,0
124000,1,1,2,0
230000,1,1,0,0
50000,1,3,2,0
303000,1,1,8,0
336000,1,2,3,0
152000,1,2,6,0
204000,1,1,0,0
204000,1,1,3,0
105000,1,1,0,1
203000,1,3,3,1
96000,1,1,3,1
107000,1,1,0,0
279000,1,4,3,1
256000,1,2,0,0
102000,1,2,0,0
100000,1,3,0,1
105000,1,1,3,0
224000,1,4,4,0
87000,1,3,1,0
183000,2,1,6,1
226000,1,1,2,0
143000,1,1,11,1
261000,1,2,8,1
127000,1,2,0,0
133000,1,2,8,0
88000,1,4,0,0
262000,1,2,6,0
98000,1,3,2,1
182000,1,2,6,1
144000,1,2,2,1
84000,1,1,16,1
107000,1,2,5,1
321000,1,2,4,0
168000,1,1,6,1
86000,1,3,4,0
177000,1,2,3,1
138000,1,1,5,1
1000000,1,3,0,1
175000,1,1,7,0
122000,1,2,1,0
328000,2,2,0,1
54000,1,1,5,0
158000,1,1,1,0
449000,1,1,4,1
141000,1,1,5,0
58000,2,2,0,1
121000,1,1,9,1
334000,1,4,6,1
184000,1,1,0,0
95000,1,1,1,0
103000,2,3,0,1
110000,1,2,4,1
183000,1,2,3,0
313000,1,2,4,1
268000,1,3,4,1
193000,1,1,4,0
72000,1,1,0,0
72000,1,4,3,0
201000,1,1,0,0
72000,1,2,0,1
132000,1,2,3,0
177000,1,2,2,1
80000,1,3,0,1
85000,1,4,5,0
142000,1,1,3,1
198000,1,2,3,0
269000,1,2,4,1
209000,1,1,6,1
156000,1,3,6,0
100000,1,2,2,1
83000,1,1,3,1
113000,1,3,4,0
188000,1,3,3,0
181000,1,1,6,0
50000,1,3,0,0
97000,1,1,7,1
291000,1,1,2,1
157000,1,1,3,1
69000,1,3,2,0
548000,1,1,3,0
148000,1,1,0,0
185000,1,2,8,1
187000,1,1,0,0
123000,1,1,4,1
101000,1,1,4,0
482000,1,3,0,0
260000,1,2,1,0
236000,1,3,3,1
206000,1,1,2,0
86000,1,2,4,0
303000,2,3,0,1
94000,1,1,6,1
175000,1,1,9,0
61000,2,1,0,1
50000,1,1,3,1
179000,1,1,6,0
96000,1,4,6,1
50000,1,2,6,0
202000,1,2,3,0
481000,1,1,0,0
322000,1,2,7,1
130000,1,2,0,0
151000,1,3,5,0
244000,1,1,0,0
278000,1,3,3,1
124000,1,1,0,0
153000,1,2,4,1
177000,1,3,4,1
203000,1,2,8,1
139000,1,2,6,1
140000,1,3,0,0
320000,1,3,5,0
292000,2,1,0,1
195000,1,1,0,1
386000,1,2,0,1
121000,1,4,7,0
366000,1,2,0,0
202000,1,1,2,1
907000,1,2,3,0
78000,2,1,0,1
103000,1,1,3,1
189000,1,1,9,0
187000,1,1,4,0
438000,1,2,4,1
104000,1,1,0,0
247000,1,1,2,0
284000,1,2,2,1
221000,1,1,2,0
88000,1,1,3,1
325000,1,1,0,1
295000,1,1,4,0
209000,1,2,2,0
168000,1,1,0,0
170000,1,1,2,0
144000,1,1,3,1
213000,1,1,10,1
153000,1,1,5,1
94000,2,1,0,1
84000,1,1,19,1
99000,1,1,9,0
169000,2,3,3,1
148000,1,1,8,1
169000,1,1,5,0
198000,1,2,3,0
106000,1,1,3,0
336000,1,3,7,0
129000,2,1,0,1
118000,1,2,2,0
196000,1,3,12,1
55000,1,1,5,1
97000,1,1,4,0
257000,1,2,7,0
58000,1,4,4,1
277000,1,1,5,0
344000,1,2,2,1
122000,1,1,6,1
176000,1,2,1,0
278000,1,1,0,0
116000,1,2,0,0
242000,1,1,2,1
104000,1,2,6,1
115000,1,1,4,0
97000,1,2,4,1
181000,1,2,9,0
284000,1,3,5,1
136000,1,4,8,1
75000,1,2,6,0
83000,1,2,3,1
186000,2,1,5,1
414000,1,3,2,0
186000,1,2,4,0
121000,1,1,12,1
229000,1,1,2,0
131000,1,3,1,0
122000,1,3,2,1
89000,1,3,0,0
325000,1,2,2,0
50000,1,1,9,1
233000,1,3,2,0
116000,1,2,1,0
120000,1,2,8,1
380000,1,2,3,1
101000,1,2,1,0
103000,1,2,3,0
140000,1,2,10,1
188000,1,3,3,0
118000,1,3,2,0
63000,1,1,5,1
93000,1,1,2,1
303000,1,2,0,0
156000,1,2,2,0
192000,1,2,4,1
130000,1,3,0,1
104000,1,1,2,1
377000,1,1,2,0
135000,1,3,8,0
118000,1,3,2,0
274000,1,1,1,0
101000,1,1,5,0
108000,1,1,3,0
151000,1,2,0,0
150000,1,2,6,1
173000,1,1,0,0
474000,1,1,4,0
180000,1,2,2,0
50000,1,2,0,0
179000,1,2,3,0
153000,1,1,3,0
154000,1,1,3,1
172000,1,1,2,0
148000,1,4,5,0
146000,1,1,0,0
210000,1,2,9,1
111000,1,2,3,1
89000,1,3,5,1
791000,1,1,0,0
101000,1,1,4,1
158000,1,3,0,0
66000,1,1,5,0
160000,1,2,6,0
90000,1,1,2,0
118000,1,4,0,0
267000,1,2,1,0
194000,1,1,4,1
205000,1,3,4,0
57000,1,2,3,1
412000,2,2,0,1
78000,1,1,2,1
348000,1,1,6,0
263000,1,2,5,1
206000,1,1,20,1
94000,2,3,0,1
163000,1,1,6,0
116000,1,2,4,1
152000,1,1,5,1
131000,1,2,5,0
50000,1,1,2,0
278000,1,1,3,1
143000,1,1,0,1
115000,1,2,5,0
110000,1,1,7,0
183000,1,3,4,0
92000,1,1,3,0
50000,1,2,2,1
188000,1,2,3,0
200000,1,1,14,1
134000,1,1,2,0
80000,1,1,0,0
158000,1,2,2,1
67000,1,4,4,1
85000,1,1,1,0
99000,1,2,0,0
239000,1,2,0,0
123000,1,2,0,0
117000,1,2,8,1
440000,2,4,0,1
182000,1,2,5,1
181000,1,3,5,0
122000,1,1,2,0
108000,1,3,2,0
50000,1,4,4,0
256000,1,3,0,1
192000,1,1,5,0
136000,1,3,2,0
139000,1,1,3,0
225000,1,2,4,1
64000,1,1,4,1
108000,2,2,0,1
80000,1,1,3,0
397000,1,1,3,0
243000,1,1,10,1
50000,2,1,0,1
65000,1,1,2,0
139000,1,3,5,0
116000,2,2,0,1
72000,1,3,7,1
437000,1,3,9,0
178000,1,1,2,0
195000,1,2,13,1
103000,1,2,6,0
223000,1,1,2,0
122000,1,2,2,0
128000,1,2,0,1
210000,2,2,0,1
61000,1,2,4,1
361000,1,1,0,1
166000,1,3,5,0
303000,1,1,3,0
83000,1,3,0,0
90000,1,1,0,1
79000,1,2,8,0
172000,1,2,0,1
156000,1,1,0,0
116000,1,1,6,1
86000,1,1,0,1
75000,1,2,7,1
146000,1,3,0,0
116000,1,1,6,0
103000,1,2,0,0
351000,2,3,0,1
143000,1,2,0,0
302000,1,3,0,0
112000,1,1,0,1
172000,2,1,0,1
145000,1,1,2,0
59000,1,1,0,0
329000,1,2,3,0
139000,1,3,3,1
226000,1,1,4,0
99000,1,3,7,1
137000,1,1,0,0
93000,1,1,4,1
296000,1,3,2,0
178000,1,3,0,0
184000,1,2,4,0
317000,1,1,2,0
283000,1,1,8,1
229000,1,1,0,1
69000,1,3,0,1
102000,1,1,6,0
86000,1,2,0,1
224000,1,1,0,0
165000,1,2,2,1
70000,1,1,3,0
135000,1,2,8,1
66000,1,2,2,1
146000,1,4,0,1
60000,1,3,2,0
201000,1,2,2,1
185000,1,1,2,0
428000,1,3,10,0
239000,1,3,2,0
119000,1,3,0,1
235000,1,2,5,0
70000,2,1,0,1
88000,1,3,5,0
180000,1,1,5,0
50000,1,1,6,0
147000,2,1,0,1
86000,2,2,3,1
159000,2,1,0,1
83000,1,2,9,1
189000,1,2,3,1
152000,1,2,2,0
324000,1,1,0,0
151000,1,3,13,0
98000,1,1,2,1
131000,1,1,5,0
72000,1,2,5,0
188000,1,1,2,1
207000,1,2,0,1
583000,1,1,2,0
107000,1,3,2,0
129000,1,1,2,0
109000,1,4,0,0
169000,1,2,4,0
185000,1,1,0,0
146000,1,2,4,0
273000,1,1,0,1
107000,1,4,0,0
258000,1,3,3,0
202000,1,2,0,0
149000,1,1,3,1
126000,1,4,2,0
570000,1,2,3,0
96000,1,2,2,0
177000,1,1,0,0
99000,1,1,28,0
401000,1,2,9,1
244000,1,2,2,1
103000,1,3,2,0
199000,1,2,3,0
173000,1,2,4,0
113000,1,2,5,1
228000,1,3,2,1
186000,1,1,4,0
169000,2,3,3,1
147000,2,1,0,1
190000,1,2,3,1
170000,1,3,4,0
155000,1,3,5,0
105000,1,1,7,1
381000,1,2,3,0
84000,1,1,5,1
190000,1,1,10,1
126000,1,3,4,1
395000,1,3,0,0
91000,1,1,0,0
100000,1,3,1,0
88000,1,1,0,0
179000,2,3,2,1
70000,1,3,4,0
115000,1,3,2,1
50000,1,3,10,1
171000,1,4,4,1
114000,1,2,0,0
66000,1,1,0,0
273000,1,1,4,0
73000,1,3,0,0
233000,1,1,0,0
102000,1,3,5,1
362000,1,1,4,1
227000,1,3,3,0
86000,1,2,4,0
91000,1,3,4,1
209000,1,4,5,0
130000,1,1,7,0
137000,1,2,8,0
302000,1,1,0,1
99000,1,3,0,0
158000,1,3,4,0
254000,1,1,3,0
234000,1,1,4,0
137000,1,1,0,0
128000,1,1,15,0
58000,1,3,0,0
84000,1,1,0,1
179000,1,3,3,0
139000,1,4,2,0
156000,1,3,2,1
266000,1,2,9,0
78000,1,1,4,1
132000,1,3,6,0
166000,1,2,3,0
102000,1,4,2,1
330000,1,1,4,0
247000,1,1,4,0
176000,1,4,8,1
402000,1,3,3,1
66000,1,1,2,0
149000,1,2,4,0
183000,1,1,2,1
91000,1,2,18,0
177000,1,1,4,1
82000,1,1,3,0
219000,1,1,0,1
268000,1,1,3,1
174000,1,2,4,0
54000,1,1,6,0
88000,1,2,4,1
205000,1,2,14,0
152000,1,2,16,0
50000,1,2,5,1
297000,1,1,0,1
162000,1,1,5,1
96000,1,3,6,1
259000,1,3,0,1
103000,1,4,5,1
103000,1,4,0,0
183000,1,2,0,0
399000,1,3,10,0
366000,1,1,4,1
183000,1,3,3,1
193000,1,4,0,0
232000,1,3,3,0
75000,1,1,4,1
214000,2,1,0,0
100000,1,1,0,0
179000,1,1,0,0
132000,1,3,8,0
198000,1,2,2,1
160000,1,1,3,0
50000,1,2,6,0
166000,1,1,0,0
214000,2,2,0,1
192000,2,1,0,1
142000,1,2,3,0
370000,1,2,0,0
178000,1,2,1,0
191000,1,3,7,1
266000,1,1,18,0
183000,1,2,2,0
92000,1,1,3,0
50000,1,2,5,1
115000,1,2,4,1
228000,1,2,3,0
124000,1,3,0,1
233000,1,1,2,1
163000,1,3,0,0
305000,1,1,2,1
128000,1,2,6,1
194000,1,3,5,1
198000,1,2,7,1
343000,1,3,0,1
59000,1,3,0,0
117000,2,1,0,1
239000,1,4,2,0
351000,1,3,6,0
171000,1,1,2,1
128000,1,1,2,0
227000,1,1,2,0
242000,1,3,4,0
123000,1,4,4,0
180000,1,3,2,1
287000,1,1,3,0
424000,1,1,3,1
226000,1,2,4,0
154000,1,1,12,0
146000,1,1,6,1
204000,1,1,0,1
141000,1,1,3,1
166000,1,1,3,0
84000,1,3,2,1
306000,1,1,10,1
80000,1,1,8,1
118000,1,2,0,0
158000,1,4,2,1
448000,1,3,0,0
119000,2,2,0,1
104000,2,2,4,1
111000,1,2,3,1
374000,1,2,2,0
50000,1,2,2,0
86000,1,2,0,0
674000,1,2,2,0
208000,1,1,0,1
82000,1,1,0,0
147000,1,1,7,0
156000,1,1,3,0
239000,1,2,2,1
413000,1,2,0,1
186000,1,1,3,1
111000,1,1,3,0
231000,1,1,2,1
102000,1,2,4,1
85000,1,1,5,1
57000,1,1,3,0
63000,1,1,5,0
92000,1,2,1,0
78000,1,1,2,1
178000,1,2,3,1
78000,1,2,3,1
50000,1,3,2,0
84000,1,2,2,0
116000,1,1,0,0
108000,1,1,2,0
346000,1,3,2,0
107000,1,1,2,0
244000,1,3,7,1
148000,1,2,6,1
147000,1,1,5,0
95000,1,1,2,1
145000,1,3,2,1
98000,1,4,3,0
165000,1,3,5,1
132000,1,1,5,0
89000,1,3,6,0
259000,1,1,2,1
190000,1,1,7,1
117000,1,2,0,1
162000,1,4,0,0
143000,1,1,2,1
93000,1,2,8,0
156000,2,1,0,0
107000,1,1,2,0
89000,1,1,12,0
61000,2,3,0,1
123000,1,1,0,0
205000,2,2,1,1
102000,1,1,3,1
600000,1,2,0,0
244000,1,1,3,1
307000,1,1,3,0
232000,1,2,0,1
416000,1,2,3,0
97000,1,3,2,0
50000,1,1,2,0
117000,1,2,3,1
204000,1,3,3,1
163000,1,1,0,0
175000,1,3,7,1
310000,2,4,0,1
185000,2,3,0,1
233000,1,2,2,1
89000,1,2,3,0
82000,1,2,2,1
364000,2,2,0,1
159000,1,4,4,1
106000,1,1,8,1
107000,1,3,3,1
105000,1,2,5,0
102000,1,1,6,0
74000,1,2,19,1
66000,1,3,5,0
135000,1,2,8,1
108000,1,3,9,0
276000,1,1,0,1
176000,1,3,0,0
174000,1,2,3,0
100000,2,3,0,1
140000,1,1,0,0
183000,1,1,8,0
222000,1,3,3,0
142000,1,1,2,0
272000,1,1,12,0
151000,1,3,0,0
232000,2,2,0,1
115000,1,3,0,0
55000,1,2,3,0
174000,1,3,9,1
224000,1,2,0,0
206000,1,2,7,0
189000,1,3,3,0
124000,2,2,0,1
96000,1,1,4,1
203000,1,1,1,0
190000,1,2,0,0
110000,1,3,5,0
276000,1,2,4,0
92000,1,3,6,0
109000,1,3,0,0
369000,1,1,0,0
242000,1,2,3,0
123000,1,2,3,1
176000,1,1,4,0
163000,1,2,5,1
50000,1,2,2,0
91000,1,3,5,0
146000,1,2,8,0
123000,2,1,0,1
172000,1,2,4,1
279000,1,3,3,0
126000,1,2,4,0
84000,1,1,3,0
179000,1,3,4,0
125000,1,1,4,0
138000,1,1,2,0
128000,1,1,3,1
515000,2,2,0,1
50000,1,3,0,1
121000,1,1,2,1
150000,1,3,0,1
98000,1,2,6,0
246000,1,3,8,1
235000,1,3,7,1
146000,1,3,2,1
129000,1,1,4,1
141000,1,1,1,0
142000,1,3,3,1
144000,1,2,2,1
135000,1,2,0,0
172000,1,3,4,0
227000,1,3,4,0
76000,1,2,3,0
84000,1,3,8,1
57000,1,1,0,0
242000,1,3,2,1
172000,1,4,8,0
198000,1,1,5,0
68000,1,1,5,1
400000,1,3,0,0
107000,1,2,8,0
165000,1,1,2,0
240000,1,1,10,1
87000,1,1,4,1
111000,1,1,0,0
166000,1,3,4,0
722000,1,2,4,1
177000,1,2,7,0
363000,1,1,1,0
291000,1,1,4,0
184000,1,1,4,1
87000,1,3,4,1
269000,1,4,0,0
66000,1,1,0,0
362000,1,4,9,1
167000,1,1,2,0
50000,2,1,0,1
124000,2,3,0,1
215000,2,1,0,1
132000,1,3,0,1
222000,2,1,0,1
94000,2,3,0,1
73000,2,1,0,1
144000,2,1,0,0
153000,2,1,0,1
124000,1,3,0,1
295000,2,2,0,1
94000,2,2,0,1
178000,1,1,0,0
156000,2,1,0,1
64000,1,1,2,0
73000,2,3,0,1
151000,1,1,5,0
446000,2,1,0,1
206000,1,2,2,1
58000,1,2,4,0
50000,2,1,0,1
224000,1,1,0,0
142000,1,1,4,1
281000,1,2,2,1
92000,1,1,4,1
182000,1,2,3,0
239000,1,1,3,1
117000,1,3,1,0
119000,1,4,8,1
152000,1,1,0,0
202000,1,2,4,1
149000,1,1,2,1
256000,1,3,2,1
116000,1,2,0,1
72000,1,2,2,0
445000,1,1,5,0
108000,1,1,2,1
110000,1,2,6,0
145000,1,2,4,1
156000,1,3,0,1
121000,1,3,2,0
149000,2,2,0,1
147000,1,2,3,0
165000,1,3,6,0
50000,1,3,5,1
422000,1,3,3,1
138000,1,4,5,0
206000,1,1,3,0
70000,1,2,7,1
116000,1,2,3,0
104000,1,1,2,0
337000,1,2,5,1
109000,1,1,2,0
228000,1,2,4,0
105000,1,1,3,1
117000,1,2,5,1
131000,1,2,7,1
304000,1,2,3,0
53000,1,1,3,0
73000,2,2,0,1
51000,1,1,0,1
82000,2,1,3,1
96000,1,1,7,1
62000,1,3,2,1
100000,1,1,0,0
50000,1,2,1,0
86000,1,3,3,1
290000,2,1,0,1
187000,1,3,8,1
166000,1,1,4,0
86000,1,1,4,0
64000,1,1,0,0
80000,1,2,0,1
146000,1,4,4,1
242000,1,2,0,0
246000,1,2,4,0
212000,1,1,7,1
100000,1,3,4,0
152000,1,2,0,1
126000,1,1,4,1
134000,1,4,2,1
460000,1,1,2,1
57000,1,1,6,0
132000,1,1,5,0
292000,1,1,0,1
67000,2,3,0,1
105000,1,2,0,1
112000,1,4,4,1
133000,1,1,0,0
62000,1,2,7,1
208000,1,2,5,1
216000,1,2,2,1
198000,1,2,6,1
93000,1,2,0,0
157000,1,2,3,1
91000,1,3,3,0
125000,1,1,4,1
490000,1,2,5,1
158000,1,2,2,1
78000,1,1,0,0
166000,1,1,5,0
71000,1,4,2,1
78000,1,1,4,1
85000,1,1,3,0
117000,1,2,4,1
251000,1,1,5,0
206000,1,1,4,1
200000,1,1,2,1
82000,2,1,0,1
111000,1,1,5,1
174000,1,3,4,1
106000,1,1,0,1
129000,1,1,2,0
191000,1,2,5,0
124000,1,1,4,1
170000,1,1,0,0
360000,1,1,3,0
136000,1,1,13,0
287000,1,1,7,0
204000,2,1,0,1
67000,1,3,0,1
82000,2,4,3,1
95000,1,3,4,0
94000,1,1,4,0
143000,1,3,11,0
210000,1,2,2,1
299000,1,1,8,0
178000,1,3,0,1
117000,1,3,6,1
50000,2,1,3,1
156000,1,4,2,1
152000,2,1,3,1
166000,1,2,12,0
478000,1,1,2,0
297000,1,1,0,1
231000,1,4,2,0
88000,1,2,3,0
113000,1,1,0,0
142000,1,3,0,1
98000,1,3,0,0
198000,1,3,4,0
183000,1,3,3,0
82000,1,3,0,1
290000,1,2,9,0
159000,1,1,2,0
58000,1,3,0,0
146000,1,1,0,0
175000,1,1,3,0
256000,1,1,0,1
125000,1,1,0,1
237000,1,2,2,0
166000,1,3,3,1
73000,1,2,3,1
69000,1,2,2,1
278000,1,1,4,1
290000,1,2,6,1
179000,1,1,2,1
341000,1,1,0,1
268000,1,2,12,1
218000,1,2,2,1
91000,1,1,6,0
389000,1,1,2,0
201000,1,1,0,0
121000,1,2,3,1
104000,1,1,6,1
173000,1,1,2,0
60000,1,3,3,0
220000,1,2,2,0
89000,1,1,0,0
184000,1,2,4,1
113000,1,1,2,1
130000,1,1,3,1
99000,1,2,5,1
137000,1,1,2,1
424000,1,1,5,0
321000,1,3,3,0
182000,1,2,4,1
148000,1,3,3,1
239000,1,3,6,1
279000,1,1,0,0
95000,1,2,3,0
144000,1,1,9,1
55000,1,2,5,0
278000,1,1,12,0
467000,1,1,9,1
157000,1,1,3,0
50000,1,3,0,1
210000,1,1,5,0
91000,1,2,1,0
104000,1,3,6,1
212000,1,2,2,0
173000,1,1,2,0
115000,1,1,3,1
105000,1,3,3,0
161000,1,2,3,1
120000,1,1,3,0
81000,1,3,2,0
125000,1,1,3,1
181000,1,1,6,1
136000,1,1,0,0
69000,1,1,7,1
258000,1,1,0,0
50000,1,2,3,1
117000,1,1,13,1
107000,1,2,3,0
163000,1,3,3,0
204000,1,3,6,1
279000,1,1,4,0
101000,1,3,4,1
207000,1,1,2,0
167000,1,2,8,0
59000,1,1,3,1
427000,1,2,0,1
68000,1,1,7,1
189000,1,2,5,0
186000,1,1,4,0
175000,1,1,3,0
114000,1,2,4,0
236000,1,1,5,0
64000,1,2,2,1
145000,1,2,5,0
110000,1,2,6,1
103000,1,2,0,1
190000,1,3,3,0
271000,1,3,2,0
124000,1,1,3,0
230000,1,2,3,1
154000,1,2,0,0
92000,1,1,4,0
130000,1,1,2,1
127000,1,1,7,0
102000,1,2,4,0
190000,1,1,0,0
171000,1,2,0,0
63000,1,2,4,0
60000,1,2,4,0
189000,1,1,11,1
96000,1,3,2,0
177000,1,2,11,1
230000,1,1,7,1
75000,1,1,3,0
69000,1,1,3,1
377000,1,3,0,0
182000,1,1,1,0
119000,1,1,3,1
90000,1,1,0,1
113000,1,1,7,0
78000,1,1,4,0
244000,1,3,6,1
98000,1,2,5,0
274000,1,3,2,1
120000,1,1,0,1
85000,1,2,4,0
119000,1,3,2,0
50000,1,2,2,0
140000,1,3,26,1
137000,1,1,2,1
236000,1,2,5,0
53000,1,2,2,0
284000,1,1,0,0
236000,1,3,4,0
299000,1,1,10,1
146000,1,1,14,0
262000,1,3,4,0
67000,1,2,4,1
222000,1,3,0,1
98000,1,3,4,1
60000,1,1,10,0
81000,1,2,2,0
150000,1,4,2,0
95000,1,1,4,0
184000,1,2,4,1
55000,1,3,5,1
50000,1,1,0,1
319000,1,3,9,0
247000,1,2,0,0
84000,1,3,8,0
150000,1,2,3,0
263000,2,2,0,1
189000,1,3,3,1
163000,2,1,0,1
274000,1,2,0,1
100000,1,3,0,0
153000,1,4,4,0
149000,1,4,0,0
129000,1,2,2,0
121000,1,2,6,1
156000,1,2,2,1
153000,1,2,4,0
84000,1,2,0,1
233000,1,1,5,1
88000,2,1,3,1
133000,1,2,5,0
128000,1,1,0,0
183000,1,1,2,0
50000,1,1,7,0
245000,1,3,5,0
103000,1,4,4,1
293000,1,2,2,0
115000,1,3,2,0
146000,1,3,3,1
